Country Name,Country Code,Time,Time Code,GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GNI (current US$) [NY.GNP.MKTP.CD],GNI growth (annual %) [NY.GNP.MKTP.KD.ZG],GNI per capita growth (annual %) [NY.GNP.PCAP.KD.ZG],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]"
Argentina,ARG,2003,YR2003,127586973492.177,8.83704079576924,3330.43700583548,122451951871.839,10.2012171383515,8.99301423302474,15.3599996566772
Argentina,ARG,2004,YR2004,164657930452.787,9.02957330068155,4251.57434819873,146361588317.154,1.06936671598963,-0.0249149929336312,13.5221004486084
Argentina,ARG,2005,YR2005,198737095012.282,8.85165992013435,5076.8838291729,176153368006.277,8.67093621470443,7.51388902584837,11.5059003829956
Argentina,ARG,2006,YR2006,232557260817.308,8.04715150043027,5878.76102735208,224897476611.227,17.7511048160095,16.5205712435774,10.0775003433228
Argentina,ARG,2007,YR2007,287530508430.568,9.00765087504757,7193.61763973522,279994211725.862,9.74181742268543,8.61246321321832,8.47000026702881
Argentina,ARG,2008,YR2008,361558037110.419,4.05723310346406,8953.35927526277,352615480862.974,4.16270711641778,3.09956490908976,7.83739995956421
Argentina,ARG,2009,YR2009,332976484577.619,-5.91852507634947,8161.30696648652,322744327818.987,-6.49080106758684,-7.44657523166714,8.64529991149902
Argentina,ARG,2010,YR2010,423627422092.49,10.1253981561002,10276.2604977053,409192468872.686,9.68269926650424,8.55329753659846,..
Argentina,ARG,2011,YR2011,530163281574.658,6.00395169280579,12726.9083594731,515009551032.822,6.54093087375036,5.43352295538409,..
Argentina,ARG,2012,YR2012,545982375701.128,-1.02642045443208,12969.7071238969,533073608485.978,-0.490666809970108,-1.53041896979813,..
Argentina,ARG,2013,YR2013,552025140252.246,2.40532378079436,12976.6364245411,540185748561.537,2.66178114074633,1.59223849024465,..
Argentina,ARG,2014,YR2014,526319673731.638,-2.51261532081396,12245.2564487696,515532241212.846,-2.39304755752543,-3.39585665183196,..
Argentina,ARG,2015,YR2015,594749285413.212,2.73115982828946,13698.2934384857,583615452086.538,2.92661670877278,1.89243780667587,..
Argentina,ARG,2016,YR2016,554860945013.62,-1.82254217028903,12654.3549989958,542668141961.757,-2.17744552234171,-3.13601773215294,..
Australia,AUS,1979,YR1979,134679086674.997,4.04351412008216,9279.25359480482,133036464841.531,4.02690380064602,2.90879735218932,6.26490020751953
Australia,AUS,1980,YR1980,149738161559.889,3.03420651964717,10191.8160604335,148170473537.604,3.19526296853259,1.94500726417657,6.10519981384277
Australia,AUS,1981,YR1981,176599326599.327,3.33785828158,11830.8653178352,176016486706.142,4.03122859287564,2.39343541813686,5.78359985351563
Australia,AUS,1982,YR1982,193721725697.893,3.32811935127086,12763.3236063969,190045238883.372,1.8171061426826,0.133347173001908,7.16260004043579
Australia,AUS,1983,YR1983,176986429574.169,-2.22014376028406,11515.8064658839,175649976602.714,-1.17518677027894,-2.40334340551068,9.96140003204346
Australia,AUS,1984,YR1984,193194167723.239,4.58113977595602,12428.8579338162,190887520376.743,4.14036898966607,2.96791887559044,8.98680019378662
Australia,AUS,1985,YR1985,180190994860.781,5.2492064621253,11434.8898883603,177695021860.858,5.08087043940986,3.65382980772854,8.25809955596924
Australia,AUS,1986,YR1986,181977476217.124,4.05513490026313,11360.527656765,178787073307.219,3.71246458497878,2.02648310256303,8.08059978485107
Australia,AUS,1987,YR1987,189041159343.568,2.50532414245347,11623.3596704092,185600847008.999,2.4523105118154,0.90581537653722,8.10639953613281
Australia,AUS,1988,YR1988,235699941792.782,5.68105349873713,14257.022162373,231230355064.028,5.58896356466356,3.87536713319048,7.22580003738403
Australia,AUS,1989,YR1989,299317645142.904,3.86759656499176,17801.2682666586,291007246966.859,2.95733047631211,1.22937356673371,6.17500019073486
Australia,AUS,1990,YR1990,310838014621.008,3.5645510463558,18214.8369843135,299796844940.362,2.77935422738284,1.26944311612036,6.92600011825562
Australia,AUS,1991,YR1991,325358292127.776,-0.387546485670072,18824.2474038288,312075975198.179,-0.903386066254726,-2.15843401754475,9.57919979095459
Australia,AUS,1992,YR1992,324878105052.68,0.442615830244435,18569.7687940943,312156425440.283,0.621199527107819,-0.592351378877865,10.7287998199463
Australia,AUS,1993,YR1993,311528948847.667,4.0390788740615,17633.3813804079,303041736930.86,5.27334882415333,4.24844272816904,10.87380027771
Australia,AUS,1994,YR1994,322201314424.075,3.97853397066716,18045.4390604354,314915254237.288,4.45482362207248,3.35499125909575,9.71870040893555
Australia,AUS,1995,YR1995,367216364716.365,3.8293687531652,20319.6306283956,354537422037.422,2.64977475601123,1.41720497280768,8.46930027008057
Australia,AUS,1996,YR1996,400302731411.229,3.87863127139082,21861.32550987,386119119878.604,3.75564124616228,2.40139525971517,8.50619983673096
Australia,AUS,1997,YR1997,434568007512.913,3.96642048968603,23468.5968306374,419944435748.943,4.12735324619582,2.96894557925644,8.3621997833252
Australia,AUS,1998,YR1998,398899138574.239,4.57673936435452,21318.9641694318,386307400122.092,4.79978318319809,3.71319465572549,7.67560005187988
Australia,AUS,1999,YR1999,388395162301.04,5.01806394269731,20521.7775705928,376243890211.806,5.07670913404483,3.88303416501708,6.87230014801025
Australia,AUS,2000,YR2000,415034227218.489,3.94318908229896,21669.410913094,403044024367.267,4.1626730369873,2.92814441069396,6.28259992599487
Australia,AUS,2001,YR2001,378215090694.43,1.93310572881344,19482.5679026647,367594182676.827,1.9930964107389,0.627093986240283,6.74230003356934
Australia,AUS,2002,YR2002,394486709920.469,4.00302228370373,20074.2293129481,383758894935.119,4.09057803398092,2.82780826677342,6.36759996414185
Australia,AUS,2003,YR2003,466294700058.241,2.98574490463473,23437.3121454327,453144437973.209,2.87836143269004,1.61664665492351,5.92869997024536
Australia,AUS,2004,YR2004,611904253805.662,4.00110552014283,30401.5547862944,594421681604.78,3.91076517420996,2.71302987206379,5.394700050354
Australia,AUS,2005,YR2005,692641708013.833,3.19031634041626,33961.6818019217,666880168395.73,2.24961806816452,0.909004388627224,5.03249979019165
Australia,AUS,2006,YR2006,745521862833.184,2.83423251220411,36019.203051188,716462264150.943,2.57589780844727,1.07377659683931,4.78229999542236
Australia,AUS,2007,YR2007,851962785585.303,3.77732902959087,40905.4708936845,813911439114.391,3.08342182459344,2.4414890137727,4.3769998550415
Australia,AUS,2008,YR2008,1052584601611.46,3.65776675972091,49535.2578737769,1009493285586.39,4.00924340173709,1.94562232338251,4.23420000076294
Australia,AUS,2009,YR2009,926448240318.068,1.92272729288334,42709.8033034787,893908849948.461,2.49225289509853,0.401461398531595,5.56069993972778
Australia,AUS,2010,YR2010,1144260547872.81,2.05294200395332,51936.8887116461,1099735752664.49,1.64801024992296,0.0791196313617348,5.21129989624023
Australia,AUS,2011,YR2011,1394280784777.68,2.45110508268402,62411.7854473961,1338218475796.12,2.1355089001589,0.726122685055117,5.08120012283325
Australia,AUS,2012,YR2012,1543411012579.91,3.89194002647891,67864.6898624672,1496386883893.59,5.03304576870467,3.17438024075925,5.22450017929077
Australia,AUS,2013,YR2013,1573696522006.77,2.63948235705639,67990.2900304798,1534491638452.86,3.3363654301472,1.53524407565671,5.66309976577759
Australia,AUS,2014,YR2014,1464955475993.76,2.55833752286902,62327.5559390333,1426554668135.5,2.43338325409385,0.872150592985548,6.07829999923706
Australia,AUS,2015,YR2015,1349034029453.37,2.35113644074406,56561.4123818054,1321203095099.43,3.02268573047093,1.52535960828877,6.05569982528687
Australia,AUS,2016,YR2016,1208039015868.39,2.82731051096303,49896.6811009246,1180872033774.93,2.68263529438516,1.1557009498178,5.71080017089844
Brazil,BRA,1979,YR1979,224969488835.181,6.76628496532679,1901.00132504395,218945212519.056,6.40162234286387,3.91565494082009,2.75999999046326
Brazil,BRA,1980,YR1980,235024598983.261,9.11096015517178,1939.79087647145,227299903221.934,8.21850431767245,5.70227175296012,..
Brazil,BRA,1981,YR1981,263561088977.129,-4.39335720034848,2124.96298887959,252659071917.96,-5.28092535683554,-7.47354324047224,3.99000000953674
Brazil,BRA,1982,YR1982,281682304161.041,0.580245553394263,2218.89051545923,267229261490.029,-0.480217394946607,-2.7665599796626,4.82999992370605
Brazil,BRA,1983,YR1983,203304515490.795,-3.40979347371619,1565.29783211062,191446471082.959,-4.30010904093321,-6.46264330277212,4.61999988555908
Brazil,BRA,1984,YR1984,209023912696.839,5.26914314976841,1573.9671393322,197144720543.593,5.21680361828005,2.9046105074535,4.03999996185303
Brazil,BRA,1985,YR1985,222942790435.299,7.94586174871301,1643.1965026761,211063860366.741,8.54522029564444,6.24465377402454,3.38000011444092
Brazil,BRA,1986,YR1986,268137224729.722,7.98829510486235,1936.01633526699,256173867061.639,9.16583135364122,6.94058722375443,2.36999988555908
Brazil,BRA,1987,YR1987,294084112392.66,3.59962946680905,2081.66526186895,282955492984.36,4.44803227840586,2.39710713742633,3.55999994277954
Brazil,BRA,1988,YR1988,330397381998.489,-0.102672718384028,2294.40169466025,317177371865.753,-0.447188891216925,-2.33317872705189,3.78999996185303
Brazil,BRA,1989,YR1989,425595310000,3.27945885796422,2901.28544927074,448509000000,13.7589049890629,11.6724828650078,2.97000002861023
Brazil,BRA,1990,YR1990,461951782000,-3.10235594875034,3093.03747863815,449671800000,-10.6391209062407,-12.230759202253,..
Brazil,BRA,1991,YR1991,602860000000,1.51193723789997,3966.79548849162,589350000000,1.91215954108515,0.152272998248165,..
Brazil,BRA,1992,YR1992,400599250000,-0.466913209800595,2591.79711627806,393042375000,-0.139747501073472,-1.81159871142704,6.42000007629395
Brazil,BRA,1993,YR1993,437798577639.752,4.66516898877869,2786.17135574477,427140503105.59,4.11475283064186,2.41295060703295,6.03000020980835
Brazil,BRA,1994,YR1994,558111997497.263,5.33455170247335,3494.64054135109,537119760675.739,3.94687444670669,2.27255619926663,..
Brazil,BRA,1995,YR1995,769305386182.849,4.41673135388541,4740.11981336276,757859058515.855,6.93311608745502,5.22564979680713,6.42049980163574
Brazil,BRA,1996,YR1996,850426432991.742,2.20753552794332,5156.80907513759,827516902795.742,0.976159580801635,-0.62603806671946,7.25339984893799
Brazil,BRA,1997,YR1997,883199625324.675,3.39502863721177,5271.41222246603,855019274582.56,2.9269073068304,1.31009546969052,8.15839958190918
Brazil,BRA,1998,YR1998,863723411632.917,0.338356179270292,5075.63121131187,825536162860.836,-0.908075646555417,-2.4369144003133,9.42280006408691
Brazil,BRA,1999,YR1999,599388579985.673,0.469066587492748,3469.50223662228,568078572215.793,-0.386316219461406,-1.87891526190657,10.2082996368408
Brazil,BRA,2000,YR2000,655420645476.906,4.11248423957235,3739.11613876518,636545739181.979,6.70410655783201,5.16500905407749,..
Brazil,BRA,2001,YR2001,559372276081.966,1.38283202786526,3146.94890366357,541210449588.776,1.02990215333996,-0.370064634327022,9.61040019989014
Brazil,BRA,2002,YR2002,507962487700.024,3.05401649348664,2819.6481201182,490921176355.553,2.91110700431642,1.53990867728105,9.37090015411377
Brazil,BRA,2003,YR2003,558319920831.979,1.1398868686459,3059.58650690802,540601974265.726,1.31784224536065,0.0235520353207193,9.99100017547607
Brazil,BRA,2004,YR2004,669316654017.094,5.76441160717781,3623.04991209299,649542563670.694,5.96955726931373,4.67529472982251,9.10519981384277
Brazil,BRA,2005,YR2005,891630175813.342,3.19646411192971,4770.18384511293,865855861186.181,3.28315955422742,2.07918371700069,9.56770038604736
Brazil,BRA,2006,YR2006,1107640297889.95,3.95729682920643,5860.14582941752,1079922933642.92,4.34941383694488,3.19278427227636,8.63949966430664
Brazil,BRA,2007,YR2007,1397084345950.39,6.06035358460959,7313.55777336115,1367409102906.51,6.45863767260815,5.33611542736701,8.32730007171631
Brazil,BRA,2008,YR2008,1695824571927.15,5.09085791114555,8787.61065756604,1654242312288.58,4.73273678011779,3.67314311086157,7.34259986877441
Brazil,BRA,2009,YR2009,1667019780934.28,-0.125775153627558,8553.38136825695,1630132837495.64,0.125072838607238,-0.859741957199077,8.5221004486084
Brazil,BRA,2010,YR2010,2208871646202.82,7.54179863570168,11224.1540829355,2144024404203.6,6.69366174993375,5.66342329203631,..
Brazil,BRA,2011,YR2011,2616201578192.25,3.98527761463821,13167.4728917533,2548055129428.81,4.31092858822966,3.31845464195885,6.91699981689453
Brazil,BRA,2012,YR2012,2465188674415.03,1.93310788929955,12291.4668523291,2412854078036.47,2.45790095436806,1.50040499180957,..
Brazil,BRA,2013,YR2013,2472806919901.67,3.01030558066189,12216.9044643396,2443020143656.22,3.98344377618179,3.0342505327354,..
Brazil,BRA,2014,YR2014,2455993625159.37,0.508210254249647,12026.6193906313,2407378690436.52,-0.266611192097471,-1.14789143687609,..
Brazil,BRA,2015,YR2015,1802214373741.32,-3.54976724660116,8750.22299607324,1763307400785.06,-3.68712167771074,-4.50498481768075,..
Brazil,BRA,2016,YR2016,1793989048409.29,-3.46816285562606,8639.36574344537,1756523604771.34,-3.39383119050859,-4.18042065633576,11.6094999313354
China,CHN,1979,YR1979,178280594413.043,7.60000000000034,183.983152215978,178280594413.043,..,..,5.40000009536743
China,CHN,1980,YR1980,191149211575,7.80669144981401,194.804722186836,191149211575,..,..,4.90000009536743
China,CHN,1981,YR1981,195866382432.54,5.17241379310337,197.071474499102,195783049099.206,..,..,3.79999995231628
China,CHN,1982,YR1982,205089699858.779,8.9344262295084,203.334919503464,205361295278.626,..,..,3.20000004768372
China,CHN,1983,YR1983,230686747153.257,10.8352144469524,225.431928890812,231563322095.785,..,..,2.29999995231628
China,CHN,1984,YR1984,259946510957.143,15.1391717583164,250.713969046988,261221374528.571,..,..,1.89999997615814
China,CHN,1985,YR1985,309488028132.653,13.4433962264152,294.45884850496,310328084153.061,..,..,1.79999995231628
China,CHN,1986,YR1986,300758100107.246,8.93970893970877,281.928120911563,300735081440.58,..,..,2
China,CHN,1987,YR1987,272972974764.574,11.68893129771,251.811956961329,272793546177.13,..,..,2
China,CHN,1988,YR1988,312353631207.819,11.2345151644596,283.537695240524,312230327072.016,..,..,2
China,CHN,1989,YR1989,347768051311.741,4.18586789554524,310.8819124049,347942587323.887,..,..,2.59999990463257
China,CHN,1990,YR1990,360857912565.966,3.90711389605613,317.884673040928,361822783694.073,..,..,2.5
China,CHN,1991,YR1991,383373318083.624,9.29407591344449,333.142145400184,384152337595.819,..,..,2.29999995231628
China,CHN,1992,YR1992,426915712711.146,14.2161635832521,366.460692302073,427130409854.003,..,..,2.29999995231628
China,CHN,1993,YR1993,444731282436.762,13.8675760159137,377.389839479958,443808937181.006,..,..,2.59999990463257
China,CHN,1994,YR1994,564324670005.917,13.0521587222365,473.492278718042,563288670005.917,..,..,2.79999995231628
China,CHN,1995,YR1995,734547898220.508,10.9492273730684,609.656679202484,722773475238.004,..,..,2.90000009536743
China,CHN,1996,YR1996,863746717503.789,9.92837246319102,709.413755085039,851309717503.789,10.0524882034217,8.90500650842567,3
China,CHN,1997,YR1997,961603952951.82,9.23076923076908,781.744164341053,950600282951.338,9.50744179919441,8.39240352223172,3.09999990463257
China,CHN,1998,YR1998,1029043097554.08,7.83761391880728,828.580479295681,1012399391554.64,7.38954830636511,6.36401956056642,3.09999990463257
China,CHN,1999,YR1999,1093997267271.06,7.66748617086637,873.28706172579,1079526985271.13,7.92881885877688,6.99834973029016,3.09999990463257
China,CHN,2000,YR2000,1211346869605.24,8.49150849150834,959.372483639691,1196681328408.87,8.58413421874613,7.73190039997064,3.09999990463257
China,CHN,2001,YR2001,1339395718865.3,8.33991054985566,1053.10824300452,1320222692110.76,8.10033084443924,7.31795592174942,3.59999990463257
China,CHN,2002,YR2002,1470550015081.55,9.13064594463337,1148.5082904417,1455604866961.46,9.52634972760913,8.79497649254894,4
China,CHN,2003,YR2003,1660287965662.68,10.0356030262568,1288.64325183381,1650069477164.43,10.4271124916637,9.74144274629474,4.30000019073486
China,CHN,2004,YR2004,1955347004963.27,10.1112234580387,1508.66809788266,1950215394499.08,10.4606055384401,9.80648818604341,4.19999980926514
China,CHN,2005,YR2005,2285965892360.54,11.3957759412304,1753.41782925823,2269857202066.07,10.9225689689025,10.2721202224177,4.19999980926514
China,CHN,2006,YR2006,2752131773355.16,12.7194790206908,2099.22943460447,2746989420528.26,13.2720800282533,12.6413602953688,4.09999990463257
China,CHN,2007,YR2007,3552182311652.97,14.231388035688,2695.36591709669,3560222972821.56,14.6905023006593,14.0930675485421,4
China,CHN,2008,YR2008,4598206091384,9.65428937259927,3471.2480543115,4626771315064.69,10.0764970923473,9.51392201784478,4.19999980926514
China,CHN,2009,YR2009,5109953609257.25,9.39981317141536,3838.43397176904,5101421528333.87,8.56005172006549,8.02143481456916,4.30000019073486
China,CHN,2010,YR2010,6100620488867.55,10.6361404632298,4560.51258600929,6074548591678.36,10.3422181606518,9.81059452461443,4.09999990463257
China,CHN,2011,YR2011,7572553836875.34,9.5364430080555,5633.7957168394,7502177209456.01,8.98177871343839,8.46084105991245,4.09999990463257
China,CHN,2012,YR2012,8560547314679.28,7.85626211026953,6337.88332279255,8540729725675.27,8.62142222453205,8.09347206783195,4.09999990463257
China,CHN,2013,YR2013,9607224481532.65,7.75763514617024,7077.77076539558,9529397270215.31,7.13262774475463,6.60500716947455,4.05000019073486
China,CHN,2014,YR2014,10482372109961.9,7.29766595938155,7683.50261309118,10495671705798.1,8.31134321234792,7.76433627476732,4.09999990463257
China,CHN,2015,YR2015,11064666282625.5,6.90020481672437,8069.21302389511,11022876224212,6.36184261230257,5.82274982912008,..
China,CHN,2016,YR2016,11190992550229.5,6.69999999999993,8117.26746543179,11154193694032.7,6.74996242931687,6.17349644933893,..
France,FRA,1979,YR1979,613953129818.07,3.55911232095491,11136.3416439531,618470551958.064,3.67716655369152,3.33373799424467,6.03000020980835
France,FRA,1980,YR1980,701288419745.421,1.58818898969837,12672.1812450251,708635516920.211,1.88103000225317,1.49407902035136,6.42000007629395
France,FRA,1981,YR1981,615552202776.101,1.07774459715613,11073.9062314899,621867229933.615,1.03704799490363,0.591640901275454,7.53999996185303
France,FRA,1982,YR1982,584877732308.614,2.50853125339054,10470.6598900582,588762351532.089,2.14425233900614,1.64521710506548,8.19999980926514
France,FRA,1983,YR1983,559869179791.72,1.25629647656267,9969.84023714462,560219468112.574,0.641696764919672,0.108423563219233,7.91949987411499
France,FRA,1984,YR1984,530683779929.445,1.52446942917418,9397.49518781027,530110335510.02,1.33872680937262,0.774372718486333,9.53289985656738
France,FRA,1985,YR1985,553138414367.061,1.62324459033914,9739.09205651748,555348226018.397,2.12985830742545,1.54559338329597,10.2583999633789
France,FRA,1986,YR1986,771470783218.108,2.35124228797487,13503.1410163773,778750828676.958,2.8808965390555,2.27403948521668,10.2315998077393
France,FRA,1987,YR1987,934173305685.911,2.577322069351,16251.4126352779,946387645967.478,2.89895444458787,2.27260229981134,10.7361001968384
France,FRA,1988,YR1988,1018847043277.17,4.73395426809728,17615.9914569701,1030505450941.53,4.55888678949938,3.91910263593982,10.1837997436523
France,FRA,1989,YR1989,1025211803413.53,4.35323114210784,17620.5602038477,1034696689286.45,4.10024014990647,3.48079197192841,9.62230014801025
France,FRA,1990,YR1990,1269179616913.63,2.91400969759965,21690.6291168529,1280816769063.97,2.90253577832935,2.32200058207555,..
France,FRA,1991,YR1991,1269276828275.78,1.03910533034795,21675.0642485493,1280630159283.8,1.00280682255887,0.92259868066887,9.13409996032715
France,FRA,1992,YR1992,1401465923172.24,1.59967121600602,23813.7118417151,1417074349442.38,1.79959640272673,1.29466354827899,10.2052001953125
France,FRA,1993,YR1993,1322815612694,-0.612652837420541,22380.1039619355,1339380356729.21,-0.505507885756558,-0.935677184715473,11.3212995529175
France,FRA,1994,YR1994,1393982750472.59,2.34538559769884,23496.5233222666,1408555056710.77,2.13471482486742,1.75524393434294,12.5928001403809
France,FRA,1995,YR1995,1601094756209.75,2.08508453112175,26890.2198804535,1617311078985.41,2.05035544201098,1.68236372468454,11.835599899292
France,FRA,1996,YR1996,1605675086549.56,1.38800402974117,26871.8290189054,1629424285164.76,1.87301136039551,1.51293494808675,12.3673000335693
France,FRA,1997,YR1997,1452884917959.09,2.337333405607,24228.9423508964,1479413351314.9,2.68454521272336,2.32194020711201,12.5662002563477
France,FRA,1998,YR1998,1503108739159.44,3.55620125503935,24974.2721990005,1530977318212.14,3.62048035531788,3.23924055683689,12.0748996734619
France,FRA,1999,YR1999,1492647560196.04,3.40709914778192,24673.1989691744,1530937566588.54,4.1347147983081,3.60036284363116,11.9807996749878
France,FRA,2000,YR2000,1362248940482.77,3.87516225892932,22364.0293943406,1394045513174.87,3.68513831248471,2.97739500564553,10.2172002792358
France,FRA,2001,YR2001,1376465324384.79,1.95444942442889,22433.5557141945,1407081879194.63,1.88269677253952,1.14390004857299,8.61040019989014
France,FRA,2002,YR2002,1494286655373.61,1.11845689131513,24177.3351674642,1515576886881.23,0.341771878985853,-0.385298163328969,8.70170021057129
France,FRA,2003,YR2003,1840480812641.08,0.81953166864028,29568.385949668,1871249435665.91,1.05577125450596,0.342041340965181,8.30650043487549
France,FRA,2004,YR2004,2115742488204.62,2.78642411066656,33741.2651469175,2155002483238.14,2.99148756483748,2.23593233739929,8.91359996795654
France,FRA,2005,YR2005,2196126103718.44,1.60771381370549,34760.1877663866,2242208680512.37,1.89855387901672,1.13332948981362,8.49349975585938
France,FRA,2006,YR2006,2318593651988.46,2.37494689985766,36443.6234414411,2371773930498.06,2.63254720180188,1.91947458177164,8.44779968261719
France,FRA,2007,YR2007,2657213249384.07,2.36149887424855,41508.4326882318,2718536819052.83,2.43744901495479,1.80562457154051,7.65670013427734
France,FRA,2008,YR2008,2918382891460.38,0.195294767119066,45334.1109147277,2985882525267.32,0.243320418278259,-0.315335896519755,7.06339979171753
France,FRA,2009,YR2009,2690222283967.77,-2.94134105795949,41575.4161783031,2741938038343.98,-3.26137616743873,-3.75780656745391,8.73630046844482
France,FRA,2010,YR2010,2642609548930.36,1.96565737641497,40638.33400426,2700865683063.93,2.21455634022922,1.71083130324665,8.87129974365234
France,FRA,2011,YR2011,2861408170264.61,2.0792291743201,43790.7353990492,2928598893843.11,2.32225466860024,1.82856684183039,8.81099987030029
France,FRA,2012,YR2012,2683825225092.63,0.182693034194116,40874.715955798,2719446743693.93,-0.677664846114538,-1.15720599658144,9.40019989013672
France,FRA,2013,YR2013,2811077725703.59,0.576241545777577,42592.9515190701,2847670255761.32,0.557316048507388,0.0410031681144574,9.92059993743896
France,FRA,2014,YR2014,2852165760630.27,0.947586472086044,43008.6525700318,2890200563516.05,0.99361727120521,0.510196053959277,10.292200088501
France,FRA,2015,YR2015,2438207896251.84,1.06746164702885,36613.3752159613,2470429613371.04,1.16193170891847,0.740724986124803,10.3593997955322
France,FRA,2016,YR2016,2465134297438.91,1.1876503808742,36870.2191344563,2504683645572.16,1.27527348799018,0.87174329016257,10.0567998886108
Germany,DEU,1979,YR1979,878010536975.776,4.1503633330354,11238.3406747631,886224483512.965,3.94215131657998,3.8962113426152,..
Germany,DEU,1980,YR1980,946695355820.96,1.40882865924603,12092.3818542945,955713953625.995,1.44560364716206,1.23539271552799,..
Germany,DEU,1981,YR1981,797443405711.813,0.529240537221568,10170.4462754224,803659374296.841,0.444628727513134,0.291759476830535,..
Germany,DEU,1982,YR1982,773638200773.757,-0.394840745632834,9876.22823170597,778975706214.234,-0.478826482209939,-0.384123443466663,..
Germany,DEU,1983,YR1983,767768378016.086,1.57241014934053,9827.02240932529,775484476828.801,1.81845037486083,2.08572023594236,6.44939994812012
Germany,DEU,1984,YR1984,722367608343.069,2.82294783413745,9277.932299307,732483634458.113,3.18380108799691,3.54108997904254,6.6746997833252
Germany,DEU,1985,YR1985,729763282952.432,2.32793521988923,9393.89169050237,740037426920.011,2.34096330290873,2.56994079655293,6.87489986419678
Germany,DEU,1986,YR1986,1042300769791.95,2.28733926897232,13410.8971003707,1054396964874.36,2.14732828736766,2.10058812965825,6.6100001335144
