Country Name,Country Code,Time,Time Code,"GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]"
United Kingdom,GBR,2007,YR2007,35540
United Kingdom,GBR,2008,YR2008,36190
United Kingdom,GBR,2009,YR2009,34480
United Kingdom,GBR,2010,YR2010,36170
United Kingdom,GBR,2011,YR2011,36900
United Kingdom,GBR,2012,YR2012,37430
United Kingdom,GBR,2013,YR2013,38780
United Kingdom,GBR,2014,YR2014,39860
United Kingdom,GBR,2015,YR2015,40660
United Kingdom,GBR,2016,YR2016,41640
United States,USA,1985,YR1985,..
United States,USA,1986,YR1986,..
United States,USA,1987,YR1987,..
United States,USA,1988,YR1988,..
United States,USA,1989,YR1989,..
United States,USA,1990,YR1990,23730
United States,USA,1991,YR1991,24180
United States,USA,1992,YR1992,25180
United States,USA,1993,YR1993,26000
United States,USA,1994,YR1994,27350
United States,USA,1995,YR1995,28550
United States,USA,1996,YR1996,29980
United States,USA,1997,YR1997,31620
United States,USA,1998,YR1998,33230
United States,USA,1999,YR1999,34850
United States,USA,2000,YR2000,36930
United States,USA,2001,YR2001,37860
United States,USA,2002,YR2002,38590
United States,USA,2003,YR2003,39960
United States,USA,2004,YR2004,42260
United States,USA,2005,YR2005,44740
United States,USA,2006,YR2006,47390
United States,USA,2007,YR2007,48420
United States,USA,2008,YR2008,48640
United States,USA,2009,YR2009,47250
United States,USA,2010,YR2010,48880
United States,USA,2011,YR2011,50710
United States,USA,2012,YR2012,52850
United States,USA,2013,YR2013,53990
United States,USA,2014,YR2014,56150
United States,USA,2015,YR2015,57880
United States,USA,2016,YR2016,58650
Afghanistan,AFG,1985,YR1985,..
Afghanistan,AFG,1986,YR1986,..
Afghanistan,AFG,1987,YR1987,..
Afghanistan,AFG,1988,YR1988,..
Afghanistan,AFG,1989,YR1989,..
Afghanistan,AFG,1990,YR1990,..
Afghanistan,AFG,1991,YR1991,..
Afghanistan,AFG,1992,YR1992,..
Afghanistan,AFG,1993,YR1993,..
Afghanistan,AFG,1994,YR1994,..
Afghanistan,AFG,1995,YR1995,..
Afghanistan,AFG,1996,YR1996,..
Afghanistan,AFG,1997,YR1997,..
Afghanistan,AFG,1998,YR1998,..
Afghanistan,AFG,1999,YR1999,..
Afghanistan,AFG,2000,YR2000,..
Afghanistan,AFG,2001,YR2001,..
Afghanistan,AFG,2002,YR2002,..
Afghanistan,AFG,2003,YR2003,..
Afghanistan,AFG,2004,YR2004,..
Afghanistan,AFG,2005,YR2005,..
Afghanistan,AFG,2006,YR2006,..
Afghanistan,AFG,2007,YR2007,..
Afghanistan,AFG,2008,YR2008,..
Afghanistan,AFG,2009,YR2009,1470
Afghanistan,AFG,2010,YR2010,1660
Afghanistan,AFG,2011,YR2011,1650
Afghanistan,AFG,2012,YR2012,1840
Afghanistan,AFG,2013,YR2013,1910
Afghanistan,AFG,2014,YR2014,1930
Afghanistan,AFG,2015,YR2015,1940
Afghanistan,AFG,2016,YR2016,1940
Albania,ALB,1985,YR1985,..
Albania,ALB,1986,YR1986,..
Albania,ALB,1987,YR1987,..
Albania,ALB,1988,YR1988,..
Albania,ALB,1989,YR1989,..
Albania,ALB,1990,YR1990,2610
Albania,ALB,1991,YR1991,1870
Albania,ALB,1992,YR1992,1740
Albania,ALB,1993,YR1993,2040
Albania,ALB,1994,YR1994,2300
Albania,ALB,1995,YR1995,2710
Albania,ALB,1996,YR1996,3050
Albania,ALB,1997,YR1997,2780
Albania,ALB,1998,YR1998,3110
Albania,ALB,1999,YR1999,3550
Albania,ALB,2000,YR2000,3980
Albania,ALB,2001,YR2001,4440
Albania,ALB,2002,YR2002,4780
Albania,ALB,2003,YR2003,5130
Albania,ALB,2004,YR2004,5550
Albania,ALB,2005,YR2005,5980
Albania,ALB,2006,YR2006,6750
Albania,ALB,2007,YR2007,7480
Albania,ALB,2008,YR2008,8270
Albania,ALB,2009,YR2009,8670
Albania,ALB,2010,YR2010,9530
Albania,ALB,2011,YR2011,10210
Albania,ALB,2012,YR2012,10450
Albania,ALB,2013,YR2013,10750
Albania,ALB,2014,YR2014,11360
